asn,asn_org,events,unique_ips,honeypots,pct_of_total
11260.0,EastLink,2,1,1,0.0
36149.0,"Hawaiian Telcom Services Company, Inc.",2,1,1,0.0
36001.0,Bertram Communications LLC,2,1,1,0.0
35758.0,Rachamim Aviel Twito,2,1,1,0.0
35432.0,Cablenet Communication Systems plc,2,1,1,0.0
5410.0,Bouygues Telecom SA,2,1,1,0.0
5378.0,Vodafone Limited,2,1,1,0.0
4764.0,Aussie Broadband,2,1,1,0.0
31520.0,Private Joint Stock Company datagroup,2,1,1,0.0
31420.0,Terasyst Ltd,2,1,1,0.0
31363.0,JSC ER-Telecom Holding,2,1,1,0.0
42922.0,KaspNet Ltd.,2,1,1,0.0
39824.0,JSC Alma Telecommunications,2,1,1,0.0
39578.0,Ltd Maxima,2,1,1,0.0
39374.0,IDDQD-AS,2,1,1,0.0
267869.0,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S (CABLETELCO),2,1,1,0.0
267690.0,ELDA SALERNO(FULLNET),2,1,1,0.0
267405.0,WIKINET TELECOMUNICACOES,2,1,1,0.0
50181.0,KabelszatNet-2002. Musoreloszto es Kereskedelmi Kft.,2,1,1,0.0
50158.0,Connect LLC,2,1,1,0.0
49984.0,Telecomunikatsiina Companiya Ltd,2,1,1,0.0
49817.0,F-COM LLC,2,1,1,0.0
31272.0,WildPark Co,2,1,1,0.0
29049.0,Delta Telecom Ltd,2,1,1,0.0
262546.0,NetCintra Telecomunicacoes Ltda.,2,1,1,0.0
262463.0,TELECOM CORDEIROPOLIS LTDA - ME,2,1,1,0.0
262424.0,InterSoft Internet Software EIRELI,2,1,1,0.0
263151.0,CONECT TELECOM,2,1,1,0.0
263073.0,DTEL TELECOM,2,1,1,0.0
262851.0,PLIM TELECOMUNICACOES LTDA-ME,2,1,1,0.0
263765.0,"XINWEI INTELCOM.NIC, S.A.",2,1,1,0.0
263725.0,MULTICABLE DE HONDURAS,2,1,1,0.0
263693.0,WICORP SA,2,1,1,0.0
197015.0,Individual Entrepreneur Antipov Andrey Vyacheslavovich,2,1,1,0.0
263484.0,J E Provedor de Rede de Comunicacao Ltda,2,1,1,0.0
263338.0,VEXNET TELECON INFORMATICA LTDA,2,1,1,0.0
263310.0,Artennet Comunicacoes Ltda - Me,2,1,1,0.0
8402.0,PVimpelCom,2,1,1,0.0
8386.0,Vodafone Net Iletisim Hizmetler AS,2,1,1,0.0
263880.0,WANTEL TECNOLOGIA LTDA. EPP,2,1,1,0.0
263879.0,NET FIBRA EMPRESAS LTDA,2,1,1,0.0
35213.0,TOV Kompjuternie Merezhi,2,1,1,0.0
35166.0,PE Shtanhret Taras Orestovych,2,1,1,0.0
35047.0,Abissnet sh.a.,2,1,1,0.0
273953.0,TV COLOMBIA DIGITAL SAS,2,1,1,0.0
264456.0,GBATELECOM LTDA,2,1,1,0.0
264204.0,CAS TELECOMUNICACOES EIRELI,2,1,1,0.0
264010.0,Polli Telecom,2,1,1,0.0
263906.0,SE-CONNECT INTERNET BANDA LARGA LTDA ME,2,1,1,0.0
9129.0,MTN SA,2,1,1,0.0
265087.0,ANA PAULA SANTOS DE AMORIM - ME,2,1,1,0.0
264913.0,GOOFIBER TELECOM,2,1,1,0.0
264688.0,RperezNet,2,1,1,0.0
264659.0,Sol Cablevision S.A.S E.S.P,2,1,1,0.0
264628.0,"CORPORACION FIBEX TELECOM, C.A.",2,1,1,0.0
49814.0,TomGate LLC,2,1,1,0.0
12912.0,T-Mobile Polska S.A.,2,1,1,0.0
265629.0,FIBERNET,2,1,1,0.0
42441.0,CHP Shmatko Sergey Leonidovic,2,1,1,0.0
41843.0,JSC ER-Telecom Holding,2,1,1,0.0
41786.0,JSC ER-Telecom Holding,2,1,1,0.0
41704.0,JSC Ufanet,2,1,1,0.0
41668.0,JSC ER-Telecom Holding,2,1,1,0.0
43103.0,ONE TELECOM ltd,2,1,1,0.0
43049.0,Multisystem Technologies Ltd.,2,1,1,0.0
42973.0,Convergence Group (Wireless) Networks Limited,2,1,1,0.0
13036.0,T-Mobile Czech Republic a.s.,2,1,1,0.0
135817.0,ESTO MEDIA PRIVATE LIMITED,2,1,1,0.0
135760.0,Speednet Unique Network Pvt Ltd,2,1,1,0.0
135687.0,Qwistel Network Service Private Limited,2,2,1,0.0
135477.0,PT. Java Digital Nusantara,2,1,1,0.0
135300.0,"Myanmar Broadband Telecom Co., Ltd",2,1,1,0.0
46475.0,"Limestone Networks, Inc.",2,1,1,0.0
135836.0,Stg Software Solution Pvt Ltd,2,1,1,0.0
47702.0,Teleradiocompany Discovery Ltd.,2,1,1,0.0
47418.0,LLS Regional TeleSystems,2,1,1,0.0
47361.0,Manufacturing-Technical company System Design LLC,2,1,1,0.0
264625.0,SANTA CRUZ AUGUSTO JULIAN (SONYTEL),2,1,1,0.0
51904.0,Shchurov Mikhail Yurievich,2,1,1,0.0
51597.0,Fasttelekom Ltd.,2,1,1,0.0
51032.0,LLC Powernet,2,1,1,0.0
50810.0,Mobin Net Communication Company (Private Joint Stock),2,1,1,0.0
133481.0,AIS Fibre,2,1,1,0.0
52402.0,INTERCITY COMUNICACIONES S.A.,2,1,1,0.0
37693.0,OOREDOO TUNISIE SA,2,1,1,0.0
153844.0,Riderz Network Broadband (Private) Limited,2,1,1,0.0
153790.0,ADS Myanmar Company Limited,2,1,1,0.0
8764.0,"Telia Lietuva, AB",2,1,1,0.0
47253.0,BCI Telecommunication & Advanced Technology Company,2,1,1,0.0
273244.0,EXPERTOS EN TECNOLOGIA Y TELECOMUNICACIONES S.A.S,1,1,1,0.0
273913.0,CONEXION DIRECTA TELECOM S.A.C.,1,1,1,0.0
58087.0,Florian Kolb,1,1,1,0.0
58215.0,Omniline Investment s.r.o.,1,1,1,0.0
58369.0,PT. Fiber Networks Indonesia,1,1,1,0.0
58466.0,CHINANET Guangdong province network,1,1,1,0.0
58469.0,Ministry of Communication & IT,1,1,1,0.0
58893.0,Gemnet Enterprise Solutions Pvt Ltd,1,1,1,0.0
59713.0,JSC ER-Telecom Holding,1,1,1,0.0
55821.0,"RADIUS TELECOMS, INC.",1,1,1,0.0
56042.0,China Mobile communications corporation,1,1,1,0.0
9312.0,xTom,1,1,1,0.0
269070.0,Hostzone Tecnologia LTDA,1,1,1,0.0
270286.0,CONECT ISP - SERVICOS DE COMUNICACAO MULTIMID LTDA,1,1,1,0.0
270531.0,POLVO TELECOMUNICACOES EIRELLI,1,1,1,0.0
20081.0,NET2ATLANTA.COM LLC,1,1,1,0.0
21271.0,Society of Mali's Telecommunications (SOTELMA),1,1,1,0.0
17139.0,Corporate Colocation Inc.,1,1,1,0.0
17465.0,Cable ISP in India,1,1,1,0.0
17754.0,Excellmedia,1,1,1,0.0
17787.0,Pakistan Software Export Board,1,1,1,0.0
215708.0,Mobin Arvand Infrastructure Company LTD,1,1,1,0.0
216300.0,Closed Joint Stock Company AbkhazMedia,1,1,1,0.0
262191.0,LIBERTY NETWORKS DE COLOMBIA S.A.S,1,1,1,0.0
23570.0,UNIVERSITY OF INCHEON,1,1,1,0.0
23673.0,"Cogetel Online, Cambodia, ISP",1,1,1,0.0
23856.0,SPTEL PTE. LTD.,1,1,1,0.0
212219.0,Hosting Dunyam Bilisim Teknolojileri Ticaret Limited Sirketi,1,1,1,0.0
213388.0,Iic Rail Limited,1,1,1,0.0
214481.0,Wojciech Czapkowicz,1,1,1,0.0
17809.0,VEE TIME CORP.,1,1,1,0.0
18053.0,Special Communication Organization,1,1,1,0.0
23951.0,PT JEMBATAN CITRA NUSANTARA,1,1,1,0.0
25180.0,Exponential-E Ltd.,1,1,1,0.0
25181.0,Sony Europe B.V.,1,1,1,0.0
209702.0,Soldatov Alexey Valerevich,1,1,1,0.0
28263.0,VERO S.A,1,1,1,0.0
206134.0,Nekobyte International Limited,1,1,1,0.0
206262.0,TelKos L.L.C,1,1,1,0.0
208592.0,LLC net Solutions,1,1,1,0.0
31027.0,GlobalConnect A/S,1,1,1,0.0
200758.0,Datagear LLP,1,1,1,0.0
202254.0,Lifecell Digital Ltd,1,1,1,0.0
202306.0,Hostglobal.plus Ltd,1,1,1,0.0
202660.0,Uzbektelekom Joint Stock Company,1,1,1,0.0
204339.0,First Server Limited,1,1,1,0.0
32097.0,"WholeSale Internet, Inc.",1,1,1,0.0
198539.0,Objedinennye Seti LLC,1,1,1,0.0
198550.0,Node Host Limited,1,1,1,0.0
200373.0,3xK Tech GmbH,1,1,1,0.0
29046.0,Radiobaylanys LLP,1,1,1,0.0
262334.0,NB INFORMATICA,1,1,1,0.0
262539.0,DUNET LTDA,1,1,1,0.0
262585.0,FLEXUS TELECOM LTDA,1,1,1,0.0
262595.0,OnNet Telecomunicacoes LTDA,1,1,1,0.0
262617.0,UWBR VOX Telecomunicacoes S/A,1,1,1,0.0
262663.0,METROFLEX TELECOMUNICACOES LTDA,1,1,1,0.0
8334.0,Joint-stock Company teleport Telecom,1,1,1,0.0
8412.0,T-Mobile Austria GmbH,1,1,1,0.0
196949.0,Natalia Sergeevna Filicheva,1,1,1,0.0
35179.0,Korbank S. A.,1,1,1,0.0
35819.0,"Etihad Etisalat, a joint stock company",1,1,1,0.0
5416.0,Beyon B.s.c.,1,1,1,0.0
5432.0,Proximus NV,1,1,1,0.0
6079.0,RCN,1,1,1,0.0
31452.0,Zain Bahrain B.s.c.,1,1,1,0.0
39074.0,Sepanta Communication Development Co. Ltd,1,1,1,0.0
39287.0,Materialism s.r.l.,1,1,1,0.0
39421.0,Sapinet SAS,1,1,1,0.0
40028.0,1651884 Ontario Inc.,1,1,1,0.0
37037.0,Orange Madagascar,1,1,1,0.0
37337.0,MUNI S.A,1,1,1,0.0
37542.0,Iclix (PTY) Ltd,1,1,1,0.0
37611.0,AFRIHOST SP (PTY) LTD,1,1,1,0.0
38200.0,"BTS Communications (BD) ltd,",1,1,1,0.0
38235.0,ANGKOR DATA COMMUNICATION,1,1,1,0.0
38320.0,PT Maxindo Mitra Solusi,1,1,1,0.0
38600.0,"SMART AXIATA Co., Ltd.",1,1,1,0.0
150340.0,Cyberspace Technologies Ltd.,1,1,1,0.0
151335.0,Intensy Cloud Services Pvt Ltd,1,1,1,0.0
151917.0,Jupiter Media Joint Stock Company,1,1,1,0.0
8781.0,Ooredoo Q.S.C.,1,1,1,0.0
264508.0,INET TELECOM E INFORMATICA LTDA,1,1,1,0.0
264890.0,Ronaldo Pereira Pancielli - ME,1,1,1,0.0
265226.0,UNICONNECT SERVICOS DE TELECOMUNICACOES LTDA,1,1,1,0.0
265393.0,FIRENET SERVICOS DE TELECOMUNICACOES LTDA,1,1,1,0.0
265518.0,"DIRECTO TELECOM, S.A. DE C.V.",1,1,1,0.0
265585.0,Alma Jessica Gallegos Gutierrez,1,1,1,0.0
42237.0,w1n ltd,1,1,1,0.0
42707.0,e-Quest IT-diensten B.V.,1,1,1,0.0
142393.0,PT Media Solusi Sukses,1,1,1,0.0
147185.0,INFYNIX DATA SERVICES PRIVATE LIMITED,1,1,1,0.0
38700.0,SMILESERV,1,1,1,0.0
43766.0,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,1,1,1,0.0
44382.0,"Fiba Cloud Operation Company, LLC",1,1,1,0.0
44875.0,Frontal Integrateg Solutions Srl,1,1,1,0.0
45543.0,SaiGon Tourist cable Televition Company,1,1,1,0.0
138959.0,Telekomunikasi Indonesia International (Hong Kong) Limited,1,1,1,0.0
139521.0,Padmnet Broadband Service Pvt. Ltd.,1,1,1,0.0
139577.0,Hispar Networks Pvt Ltd,1,1,1,0.0
140308.0,CHINATELECOM Guangdong province Zhuhai 5G network,1,1,1,0.0
140766.0,FPT Smart Cloud Company Limited,1,1,1,0.0
140799.0,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,1,1,1,0.0
41608.0,"NextGenWebs, S.L.",1,1,1,0.0
48650.0,Anton Tytiuk,1,1,1,0.0
45839.0,Shinjiru Technology Sdn Bhd,1,1,1,0.0
7684.0,SAKURA Internet Inc.,1,1,1,0.0
137568.0,SKY SYSTEMS LTD,1,1,1,0.0
137654.0,Netstra Communications Pvt Ltd,1,1,1,0.0
137697.0,"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , Jiangsu Province, P.R.China.",1,1,1,0.0
137967.0,Digicon Telecommunication Ltd,1,1,1,0.0
138421.0,China Unicom,1,1,1,0.0
138594.0,CoLoCity Ltd,1,1,1,0.0
14259.0,Gtd Internet S.A.,1,1,1,0.0
265911.0,G6 Internet,1,1,1,0.0
265919.0,BB Host LTDA,1,1,1,0.0
266157.0,WD Produtos e Servicos Tecnologicos,1,1,1,0.0
12252.0,America Movil Peru S.A.C.,1,1,1,0.0
49800.0,GNC-Alfa CJSC,1,1,1,0.0
50060.0,Annet Ltd.,1,1,1,0.0
135450.0,PT Berkah Solusi Teknologi Informasi,1,1,1,0.0
135752.0,Evoke Digital Solutions,1,1,1,0.0
136188.0,"NINGBO, ZHEJIANG Province, P.R.China.",1,1,1,0.0
136190.0,"JINHUA, ZHEJIANG Province, P.R.China.",1,1,1,0.0
45903.0,CMC Telecom Infrastructure Company,1,1,1,0.0
45916.0,Gujarat Telelink Pvt Ltd,1,1,1,0.0
46792.0,Paragould Municipal Utilities,1,1,1,0.0
46997.0,Black Mesa Corporation,1,1,1,0.0
50789.0,Amatek Ltd,1,1,1,0.0
50926.0,"Axarnet Comunicaciones, S.l.",1,1,1,0.0
51561.0,ICUK Computing Services Limited,1,1,1,0.0
51765.0,Oy Crea Nova Hosting Solution Ltd,1,1,1,0.0
132519.0,Sikka Cable,1,1,1,0.0
133495.0,Vision telecom Private limited,1,1,1,0.0
133593.0,VIZAG BROADCASTING COMPANY PVT. LTD,1,1,1,0.0
133661.0,Netplus Broadband Services Private Limited,1,1,1,0.0
133748.0,CORETEL NETWORKS (INTERNATIONAL) PTE LTD,1,1,1,0.0
134176.0,Cloudie Limited,1,1,1,0.0
134420.0,Chongqing Telecom,1,1,1,0.0
134543.0,China Unicom Guangdong IP network,1,1,1,0.0
49505.0,JSC Selectel,1,1,1,0.0
53292.0,ManagedWay,1,1,1,0.0
54004.0,Cablevision Lightpath LLC,1,1,1,0.0
55025.0,BLUEZONE INTERNET INC,1,1,1,0.0
55423.0,JasTel Network,1,1,1,0.0
131414.0,Long Van Soft Solution JSC,1,1,1,0.0
132115.0,INDINET SERVICE PRIVATE LIMITED,1,1,1,0.0
56882.0,Aire Networks Del Mediterraneo Sl Unipersonal,1,1,1,0.0
60757.0,Optinet LLP,1,1,1,0.0
61621.0,Norte.Net Telecomunicacoes Ltda,1,1,1,0.0
61805.0,Emex Internet,1,1,1,0.0
52613.0,GIGA MAIS FIBRA TELECOMUNICACOES S.A.,1,1,1,0.0
12390.0,KCOM Group Limited,1,1,1,0.0
12695.0,LLC Digital Network,1,1,1,0.0
12754.0,Coolnet New Communication Provider,1,1,1,0.0
12764.0,AKNET Ltd.,1,1,1,0.0
271538.0,EB FOX TELECOM LTDA,1,1,1,0.0
2527.0,Sony Network Communications Inc.,1,1,1,0.0
963.0,N963 PTE. LTD.,1,1,1,0.0
