source,asn_org,events,unique_ips
cowrie,TechTies Inc.,149813,54
cowrie,Banatsync Srl,51338,19
cowrie,Unmanaged Ltd,19906,18
cowrie,Techoff Srv Limited,10407,14
cowrie,Cyber Internet Services (Pvt) Ltd.,8948,83
cowrie,Veganet Teknolojileri ve Hizmetleri LTD STI,7920,1
cowrie,OVH SAS,6897,24
cowrie,CHINA UNICOM China169 Backbone,6363,55
cowrie,"Alibaba (US) Technology Co., Ltd.",5935,48
cowrie,Google LLC,5043,222
cowrie,TPx Communications,2841,1
cowrie,,2827,2
cowrie,CMPak Limited,2285,16
cowrie,netcup GmbH,2008,4
cowrie,Microsoft Corporation,1997,55
cowrie,SkyPass Solutions Sp. z.o.o.,1915,1
cowrie,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1666,16
cowrie,Telconet S.A,1528,2
cowrie,"DigitalOcean, LLC",1453,88
cowrie,Korea Telecom,1180,27
cowrie,"GoDaddy.com, LLC",1131,9
cowrie,Limited Network LTD,972,5
cowrie,MTS PJSC,918,17
cowrie,Net Aki Internet Ltda,902,1
cowrie,Alsycon B.V.,888,4
cowrie,Layer7 Networks GmbH,856,1
cowrie,Storm Industries LLC,646,10
cowrie,Contabo GmbH,560,9
cowrie,Multinet Broadband,540,5
cowrie,"Censys, Inc.",488,77
cowrie,Omegatech LTD,429,3
cowrie,Nasstec Airnet Networks Private Limited,402,3
cowrie,Vpsvault.host Ltd,401,8
cowrie,Chinanet,389,38
cowrie,Connect Communications,387,3
cowrie,C-ComTelecom Servios Ltda-ME,384,1
cowrie,Getlinks (SMC-Private) Limited,371,3
cowrie,Hurricane Electric LLC,371,66
cowrie,Data Communication Business Group,366,12
cowrie,"Amazon.com, Inc.",357,39
cowrie,Akamai Connected Cloud,354,33
cowrie,Digital Network S.r.l.,350,2
cowrie,Galaxy Broadband,340,4
cowrie,Rostelecom,327,59
cowrie,Crisp Enterprises,288,5
cowrie,HUAWEI CLOUDS,274,4
cowrie,SION S.A,270,120
cowrie,Nayatel (Pvt) Ltd,262,5
cowrie,PT Telekomunikasi Indonesia,262,10
cowrie,Login.Me (Pvt) Ltd,254,3
cowrie,"National Telecommunication Corporation HQ,",252,2
cowrie,AS401661,250,3
cowrie,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,248,2
cowrie,Hetzner Online GmbH,230,12
cowrie,Telecom Argentina S.A.,217,30
cowrie,SS-Net,206,5
cowrie,VNPT Corp,201,8
cowrie,"Hangzhou Alibaba Advertising Co.,Ltd.",195,25
cowrie,HostPapa,187,8
cowrie,Feo Prest SRL,182,3
cowrie,Cotel Ltda.,174,2
cowrie,EZ TECHNOLOGY COMPANY LIMITED,168,2
cowrie,Oracle Corporation,165,9
cowrie,Wancom (Pvt) Ltd.,161,4
cowrie,Hathway IP Over Cable Internet,158,3
cowrie,Public Telecommunication Corporation,151,1
cowrie,UNINET,151,8
cowrie,Mahanagar Telephone Nigam Limited,150,1
cowrie,ONYPHE SAS,148,47
cowrie,"Beijing Volcano Engine Technology Co., Ltd.",146,8
cowrie,National WiMAX/IMS environment,136,1
cowrie,ShenZhen Topway Video Communication Co. Ltd,136,1
cowrie,Viettel Group,134,6
cowrie,Viettel Corporation,128,3
cowrie,Connect Communication,127,2
cowrie,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA,126,4
cowrie,Aeza Group LLC,122,1
cowrie,PLAY BROADBAND (PRIVATE) LIMITED,122,2
cowrie,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,120,1
cowrie,Anonet Network Private Limited,118,1
cowrie,China Telecom,118,3
cowrie,Cincinnati Bell Telephone Company LLC,118,1
cowrie,KK Networks (Pvt) Ltd.,118,2
cowrie,MUX BROADBAND (PRIVATE) LIMITED,118,1
cowrie,PJSC Moscow city telephone network,118,1
cowrie,PT. Jinom Network Indonesia,118,1
cowrie,S. B Link Network,118,1
cowrie,Telecom Malagasy,118,1
cowrie,Internap Holding LLC,112,1
cowrie,"Comcast Cable Communications, LLC",106,12
cowrie,YISU CLOUD LTD,101,3
cowrie,"CariNet, Inc.",100,14
cowrie,FPT Telecom Company,98,5
cowrie,Kingsoft cloud corporation limited,96,3
cowrie,Hydra Communications Ltd,94,36
cowrie,MEGALINK S.R.L.,94,2
cowrie,"The Constant Company, LLC",94,10
cowrie,Philippine Long Distance Telephone Company,93,7
cowrie,Joint Stock Company TransTeleCom,92,5
cowrie,Charter Communications Inc,90,17
cowrie,Limited Liability Company Sviaz Industriya,90,1
cowrie,Telefonica de Argentina,88,22
cowrie,Verda Cloud Oy,88,1
cowrie,Cipher Operations Doo Beograd - Novi Beograd,86,4
cowrie,Ethio Telecom,83,2
cowrie,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,82,3
cowrie,"Beijing Baidu Netcom Science and Technology Co., Ltd.",79,6
cowrie,China Unicom Beijing Province Network,79,7
cowrie,"Tencent Building, Kejizhongyi Avenue",79,5
cowrie,Vodafone Net Iletisim Hizmetler AS,79,2
cowrie,Usman Internet Service Provider Private Limited,77,2
cowrie,"Leaseweb USA, Inc.",76,1
cowrie,IONOS SE,74,3
cowrie,Dedik Services Limited,73,2
cowrie,MIR INFO SYSTEMS LTD.,73,1
cowrie,Aire Networks Del Mediterraneo Sl Unipersonal,72,4
cowrie,Scaleway SAS,71,4
cowrie,Kenya Education Network,69,2
cowrie,Byteplus Pte. Ltd.,68,3
cowrie,Bangla Phone Ltd,66,1
cowrie,COMPUTADORES E SISTEMAS LTDA,66,1
cowrie,PT IndoDev Niaga Internet,66,1
cowrie,CTC. CORP S.A. (TELEFONICA EMPRESAS),63,2
cowrie,FUNDACAO DE AMPARO A PESQUISA DO ESTADO SAO PAULO,63,1
cowrie,Rethem Hosting LLC,63,16
cowrie,Space Exploration Technologies Corporation,62,12
cowrie,PUNTONET S.A.,61,3
cowrie,IDDQD-AS,59,16
cowrie,"Atria Convergence Technologies Ltd.,",58,1
cowrie,Telecentro S.A.,58,13
cowrie,"Sistemas Informaticos, S.A.",57,10
cowrie,"Beijing Tiantexin Tech. Co., Ltd.",56,4
cowrie,Biznet ISP,56,2
cowrie,CtrlS,56,1
cowrie,Extreme Broadband - Total Broadband Experience,56,1
cowrie,FIBERISH (PVT) LTD,56,10
cowrie,NSS S.A.,56,2
cowrie,Uzbektelekom Joint Stock Company,56,22
cowrie,DigitalLink Global Network Limited,54,2
cowrie,HanMing HK Limited,54,1
cowrie,TM TECHNOLOGY SERVICES SDN. BHD.,53,8
cowrie,PDR,51,2
cowrie,Vox Telecom Ltd,51,1
cowrie,BHARTI Airtel Ltd.,50,4
cowrie,Przedsiebiorstwo Produkcyjno-Handlowo-Uslugowe MAT-SAT telecom Tomasz Olech,50,1
cowrie,ALGAR TELECOM S/A,49,6
cowrie,CMC Telecom Infrastructure Company,49,2
cowrie,Gigabit Hosting Sdn Bhd,49,1
cowrie,Kyonix Networks Limited,49,1
cowrie,Oc Networks Limited,49,1
cowrie,"Charter Communications, Inc",48,6
cowrie,IP Volume inc,48,7
cowrie,Turk Telekom,48,12
cowrie,NOVA TELECOM LTDA,46,1
cowrie,ON EMPRESAS S.A.C.,46,2
cowrie,PT Mora Telematika Indonesia,45,2
cowrie,Zenlayer Inc,45,4
cowrie,Dinas Komunikasi dan Informatika Kabupaten Kediri,44,1
cowrie,HIEUVPS TECHNOLOGY COMPANY LIMITED,44,1
cowrie,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),44,2
cowrie,Driftnet Ltd,42,7
cowrie,Imegh Private Limited,41,1
cowrie,A1 Bulgaria EAD,40,2
cowrie,"Nos Comunicacoes, S.A.",40,3
cowrie,PJSC MegaFon,40,4
cowrie,PT Sumber Data Indonesia,40,2
cowrie,Superonline Iletisim Hizmetleri A.S.,40,4
cowrie,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,40,2
cowrie,CHINANET Nanjing Jishan IDC network,39,1
cowrie,Law's Cloud Infrastructure Limited,39,1
cowrie,Play2go International Limited,39,1
cowrie,SEWAN SAS,39,1
cowrie,CAMTEL,38,1
cowrie,Link3 Technologies Ltd.,38,2
cowrie,Modat B.V.,38,15
cowrie,"Network Solutions, LLC",38,4
cowrie,Wind Tre S.p.A.,38,17
cowrie,AGOTOZ PTE. LTD.,37,4
cowrie,"AT&T Enterprises, LLC",37,7
cowrie,CHINATELECOM Jiangsu province Suzhou 5G network,37,2
cowrie,Netiface LLC,37,3
cowrie,Techtel LMDS Comunicaciones Interactivas S.A.,37,11
cowrie,Globalconnect As,36,1
cowrie,KDDI CORPORATION,36,4
cowrie,PJSC Telesystems of Ukraine,36,1
cowrie,Telenor Sverige AB,36,1
cowrie,Ucom CJSC,36,5
cowrie,ist Telekom Jv LLC,36,2
cowrie,Cablevision Systems Corp.,35,3
cowrie,Telmex Colombia S.A.,35,6
cowrie,WHG Hosting Services Ltd,35,4
cowrie,Converge ICT Solutions Inc.,34,3
cowrie,JSC Ukrtelecom,34,12
cowrie,Orange,34,6
cowrie,China Mobile communications corporation,33,6
cowrie,Cloud Viet Technology Company Limited,33,1
cowrie,Vic Grup SRL,33,1
cowrie,BRASIL TECPAR AMIGO AVATO,32,3
cowrie,BestDC Limited,32,1
cowrie,PT. Eka Mas Republik,32,2
cowrie,TELEFONICA CHILE S.A.,32,11
cowrie,Telenor Norge AS,32,1
cowrie,Airline Internet Solutions India Private Limited,31,1
cowrie,Telecel S.A.,31,2
cowrie,BDCOM Online Limited,30,1
cowrie,China Unicom Guangzhou network,30,1
cowrie,Church of Cyberology,30,5
cowrie,Contabo Asia Private Limited,30,1
cowrie,Ishan's Network,30,1
cowrie,JSC Mediasoft ekspert,30,1
cowrie,Megacore Technology Company Limited,30,1
cowrie,RouterHosting LLC,30,3
cowrie,Swissnet LLC,30,1
cowrie,Thamrin Telekomunikasi Network PT.,30,1
cowrie,Unified Layer,30,1
cowrie,Ascenty Data Centers e Telecomunicacoes S/A,29,2
cowrie,MOACK.Co.LTD,29,2
cowrie,Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,28,1
cowrie,Digi Jadoo Broadband Ltd,28,1
cowrie,Diskominfo Kabupaten Trenggalek,28,1
cowrie,FALCON BROADBAND (PRIVATE) LIMITED,28,2
cowrie,LLC Vash Kredit Bank,28,5
cowrie,Netinternet Bilisim Teknolojileri AS,28,1
cowrie,TELUS Communications Inc.,28,4
cowrie,VTR BANDA ANCHA S.A.,28,8
cowrie,CHT Compamy Ltd,27,2
cowrie,"Comunicacoes Multimedia, Lda",27,1
cowrie,Linknet ASN,27,2
cowrie,Telmex Chile Internet S.A.,27,1
cowrie,Gigacloud LLC,26,2
cowrie,Ozkula Internet Hizmetleri Tic. LTD. STI.,26,1
cowrie,Powergrid Teleservices Limited,26,1
cowrie,TELEFONICA BRASIL S.A,26,9
cowrie,Ukrainian Telecommunication Group LLC,26,6
cowrie,Asmanfaraz Sepahan Company (P.J.S),25,1
cowrie,BIZNET NETWORKS,25,3
cowrie,Dialog Axiata PLC.,25,1
cowrie,ENTEL CHILE S.A.,25,3
cowrie,Hutchison Drei Austria GmbH,25,2
cowrie,JSC Buduschee,25,2
cowrie,NLS Kazakhstan LLC,25,2
cowrie,Pemerintah Kabupaten Bojonegoro,25,1
cowrie,Valence Technology Co.,25,4
cowrie,tianjin Mobile Communication Company Limited,25,1
cowrie,Charter Communications LLC,24,5
cowrie,Desktop Sigmanet Comunicacao Multimidia SA,24,3
cowrie,JSC ER-Telecom Holding,24,11
cowrie,LG POWERCOMM,24,2
cowrie,RPC HomeNet Ltd.,24,7
cowrie,MULTACOM CORPORATION,23,1
cowrie,Telefonica del Sur S.A.,23,2
cowrie,"Interconnecx, LLC",22,1
cowrie,M247 Europe SRL,22,3
cowrie,Myanma Posts and Telecommunications,22,6
cowrie,"Myanmar Country Co., Ltd.",22,5
cowrie,Private Joint Stock Company datagroup,22,2
cowrie,Telecom Armenia OJSC,22,2
cowrie,I Seven,21,1
cowrie,SIDI SERVICOS DE COMUNICACAO LTDA-ME,21,1
cowrie,Sai gon Postel Corporation,21,1
cowrie,Anton Levin,20,1
cowrie,BRMOM CONSTRUINDO CONEXOES LTDA,20,1
cowrie,Chsl One Ltd,20,1
cowrie,"Commercial Center,",20,1
cowrie,Connect Telecomunicacoes LTDA,20,1
cowrie,Content Delivery Network Ltd,20,9
cowrie,Dataline LLC,20,3
cowrie,Galaxy Communications,20,1
cowrie,HARNET LLC,20,1
cowrie,Host Africa (Pty) Ltd,20,1
cowrie,New Information Systems PP,20,7
cowrie,PT Deneva,20,1
cowrie,Red Data (Pvt.) Limited,20,1
cowrie,Retelit Digital Services S.p.A.,20,1
cowrie,SIXTH STAR TECHNOLOGIES,20,1
cowrie,TIM,20,5
cowrie,Telecom Algeria,20,3
cowrie,UFINET PANAMA S.A.,20,6
cowrie,Videotron Ltee,20,4
cowrie,Vivacom Bulgaria EAD,20,1
cowrie,WAVE PLUS INTERNET LTDA ME,20,1
cowrie,netplus.ch SA,20,1
cowrie,"CANTV Servicios, Venezuela",19,3
cowrie,China Unicom Shanghai network,19,2
cowrie,Claro NXT Telecomunicacoes Ltda,19,9
cowrie,R&R Managed Telecom Services,19,1
cowrie,SKN Subnet & Telecom Ltd,19,2
cowrie,UNIDATA S.p.A.,19,1
cowrie,ARTERIA Networks Corporation,18,1
cowrie,"FiberState, LLC",18,1
cowrie,GTR NET COMUNICACOES EIRELI,18,1
cowrie,IPLUS LLC,18,5
cowrie,Lanet Network Ltd,18,7
cowrie,"Moçambique Telecom, SA",18,1
cowrie,PT Seeplus Media Transformasi,18,1
cowrie,SSD Networks Limited,18,1
cowrie,cognetcloud INC,18,2
cowrie,Cable Onda,17,3
cowrie,"China Mobile Communications Group Co., Ltd.",17,5
cowrie,China Telecom (Group),17,3
cowrie,Datacamp Limited,17,2
cowrie,Deutsche Telekom AG,17,6
cowrie,"Interserver, Inc",17,1
cowrie,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,17,6
cowrie,PT INDONESIA COMNETS PLUS,17,2
cowrie,PT. EXABYTES NETWORK INDONESIA,17,1
cowrie,TOT Public Company Limited,17,4
cowrie,UNIVERSITAS PARAMADINA,17,1
cowrie,WorldStream B.V.,17,3
cowrie,Yanoor Islam Khan,17,1
cowrie,CHINANET Liaoning province Dalian MAN network,16,1
cowrie,Cox Communications Inc.,16,4
cowrie,LLC Eksintech,16,6
cowrie,PT. NEWTON CIPTA INFORMATIKA,16,1
cowrie,Republican Unitary Telecommunication Enterprise Beltelecom,16,4
cowrie,UAB Cherry Servers,16,1
cowrie,Verizon Business,16,6
cowrie,X-City Ltd.,16,3
cowrie,5G NETWORK OPERATIONS PTY LTD,15,1
cowrie,AROSSCLOUD INC.,15,1
cowrie,Bangladesh Online Ltd.,15,2
cowrie,Bell Canada,15,5
cowrie,DAOU TECHNOLOGY,15,1
cowrie,DINAS KOMUNIKASI DAN INFORMATIKA KUTAI KARTANEGARA,15,1
cowrie,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA BLITAR,15,1
cowrie,Dinas Komunikasi dan Informatika Kota Balikpapan,15,1
cowrie,ICONA for IT and Telecom. LTD Co,15,1
cowrie,Malawi Research and Education Network - MAREN,15,1
cowrie,Mobile Communication Company of Iran PLC,15,1
cowrie,PT Quantum Tera Network,15,1
cowrie,RELIED S.A.S.,15,1
cowrie,SAINT ICT CONSULTANTS (PTY) LTD,15,1
cowrie,"SHINSEGAE I C Co., Ltd.",15,1
cowrie,Synapse Network LTD,15,1
cowrie,TIM S/A,15,1
cowrie,TTSL-ISP DIVISION,15,1
cowrie,Agence Tunisienne Internet,14,1
cowrie,British Telecommunications Limited,14,2
cowrie,CHINATELECOM Hubei province Wuhan 5G network,14,3
cowrie,INDOSAT Internet Network Provider,14,3
cowrie,IPV6 SRL,14,2
cowrie,LEVEL SEVEN SRL,14,3
cowrie,Liberty Communications of Puerto Rico LLC,14,2
cowrie,Pakistan Telecommunication Company Limited,14,4
cowrie,Parus-Telecom Ltd.,14,1
cowrie,Reliance Jio Infocomm Limited,14,6
cowrie,SK Broadband Co Ltd,14,3
cowrie,Shandong Mobile Communication Company Limited,14,7
cowrie,"TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",14,7
cowrie,Triple T Broadband Public Company Limited,14,3
cowrie,Virgin Media,14,5
cowrie,CPS,13,1
cowrie,FOP Kondratyuk Evgeniy Vladimirovich,13,2
cowrie,"Frontier Communications of America, Inc.",13,3
cowrie,GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA,13,1
cowrie,Globe Telecom Inc.,13,1
cowrie,Inq. Digital Limited,13,1
cowrie,Iran Telecommunication Company PJS,13,4
cowrie,"RapidScale, Inc",13,1
cowrie,CS LOXINFO PUBLIC COMPANY LIMITED,12,1
cowrie,Emirates Telecommunications Group Company (etisalat Group) Pjsc,12,2
cowrie,Fuzhou,12,1
cowrie,GVA Cote d'Ivoire SAS,12,5
cowrie,"Global Technology Co., Ltd.",12,2
cowrie,"Maxnet Telecom, Ltd",12,5
cowrie,PT Solusi Integra Datakom,12,2
cowrie,Palestine Telecommunications Company (PALTEL),12,2
cowrie,Play,12,2
cowrie,Route 95 LLC,12,2
cowrie,SPD Chernega Aleksandr Anatolevich,12,4
cowrie,Seokyung Cable Television Co.. Ltd.,12,1
cowrie,Shenzhen Tencent Computer Systems Company Limited,12,3
cowrie,Telefonica Germany,12,2
cowrie,Huawei Cloud Service data center,11,1
cowrie,A1 Hrvatska d.o.o.,10,3
cowrie,ADN Telecom Ltd.,10,1
cowrie,Agronet LLC,10,1
cowrie,BEN TELECOM,10,1
cowrie,BR.Digital Telecom,10,1
cowrie,Bach Kim Network solutions Join stock company,10,1
cowrie,Best Internet Solution Xk,10,1
cowrie,"Broadband VI, LLC",10,1
cowrie,CDZNET DATACENTER LTDA,10,1
cowrie,"COLUMBUS NETWORKS DOMINICANA, S.A.",10,1
cowrie,Centre de Calcul El Khawarizmi,10,1
cowrie,Compania Dominicana de Telefonos S. A.,10,1
cowrie,"DATACOM CARIBE, INC.",10,3
cowrie,"Eastern Telecoms Phils., Inc.",10,1
cowrie,Empresa Argentina de Soluciones Satelitales S.A.,10,2
cowrie,"Empresa de Telecomunicaciones de Cuba, S.A.",10,1
cowrie,Equinix (EMEA) Acquisition Enterprises B.V.,10,1
cowrie,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock),10,1
cowrie,Globe Telecoms,10,1
cowrie,Gmina Lublin,10,1
cowrie,Hebei Mobile Communication Company Limited,10,3
cowrie,"IDS Bangladesh. IP Transit provider. Dhaka, Bangladesh",10,1
cowrie,"INDO Internet, PT",10,1
cowrie,IPACCT CABLE Ltd,10,1
cowrie,ITS TELECOMUNICACOES LTDA,10,2
cowrie,Instituto Politecnico Nacional,10,5
cowrie,JSC Selectel,10,1
cowrie,KAGOYA JAPAN Inc.,10,1
cowrie,"Level 3 Parent, LLC",10,1
cowrie,M1 NET LTD,10,1
cowrie,Marcos Raniell Pinheiro Oliveira,10,1
cowrie,Maria Teresa Vivar (CITYCOM),10,1
cowrie,"Namecheap, Inc.",10,1
cowrie,Naukowa I Akademicka Siec Komputerowa - Panstwowy Instytut Badawczy,10,1
cowrie,Netnam Company,10,1
cowrie,Nextgen Communications Srl,10,1
cowrie,NhanHoa Software company,10,1
cowrie,Orange Espagne SA,10,2
cowrie,PT Beibi Cemerlang Indonesia,10,1
cowrie,PT DINAMIKA MEDIAKOM,10,1
cowrie,PT Solusi Data Cepat,10,1
cowrie,PT. Arana Teknologi Indonesia,10,1
cowrie,PT. Arthatama Adhiprima Persada,10,1
cowrie,PT. Beon Intermedia,10,1
cowrie,PT. Cloudata Indonesia,10,1
cowrie,PT. Cyberindo Aditama,10,2
cowrie,PT. Dutakom Wibawa Putra,10,1
cowrie,PT. INDONESIA BISNIS DIGITAL,10,1
cowrie,PT. Usaha Adisanggoro,10,1
cowrie,Rede Nacional de Ensino e Pesquisa,10,1
cowrie,SAKURA LTD.,10,1
cowrie,SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,10,2
cowrie,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),10,2
cowrie,ST DIGITAL,10,1
cowrie,Scloud Pte Ltd,10,1
cowrie,Sesan Service Numerique De Sante Gcs,10,1
cowrie,TATA Communications formerly VSNL is Leading ISP,10,1
cowrie,TENET Scientific Production Enterprise LLC,10,4
cowrie,TRI TELECOM LTDA,10,1
cowrie,"Tele Globe Global, PT",10,1
cowrie,Teleglobal Communications Pvt Ltd,10,1
cowrie,"Television Internacional, S.A. de C.V.",10,2
cowrie,Turon Media XK,10,3
cowrie,UNIFIQUE TELECOMUNICACOES S/A,10,4
cowrie,V tal,10,5
cowrie,Vodacom,10,1
cowrie,VpsQuan L.L.C.,10,1
cowrie,Web Werks India Pvt. Ltd.,10,1
cowrie,"Widya Intersat Nusantara, PT",10,1
cowrie,Wowrack.com,10,1
cowrie,euNetworks GmbH,10,1
cowrie,Fastweb,9,3
cowrie,Latitude.sh LTDA,9,2
cowrie,Media Commerce Partners S.A,9,3
cowrie,SHYAM SPECTRA PVT LTD,9,1
cowrie,"Avatel Telecom, SA",8,2
cowrie,Branch Enterprise Netgroup-Service,8,2
cowrie,Breezeline,8,3
cowrie,"CenturyLink Communications, LLC",8,1
cowrie,Comium Gambia Ltd.,8,1
cowrie,DAF S. R. L.,8,2
cowrie,Empresa de Servicios de TV por Cable SA,8,1
cowrie,FLP Bogachenko Vasyl Valentinovich,8,1
cowrie,FO-P Gromov Evgeniy Viktorovich,8,4
cowrie,Free SAS,8,3
cowrie,Fzco,8,1
cowrie,GLOBALRADIO S.A.,8,2
cowrie,GlobalConnect AB,8,3
cowrie,Google Fiber Inc.,8,2
cowrie,IX Peering for Mobilink and Link Direct International.,8,2
cowrie,It-starcom LLC,8,1
cowrie,JSC Kazakhtelecom,8,4
cowrie,LATENCIA 0 SA,8,1
cowrie,"Limnet , LLC",8,2
cowrie,Maximum-Net LLC,8,1
cowrie,NForce Entertainment B.V.,8,1
cowrie,National Telecom Public Company Limited,8,1
cowrie,PVimpelCom,8,3
cowrie,Pfcloud UG (haftungsbeschrankt),8,3
cowrie,Procono S.A.,8,2
cowrie,Small Private Enterprise Kvant-II,8,2
cowrie,Societe Francaise Du Radiotelephone - SFR SA,8,1
cowrie,"Southern New England Telephone Company and SNET America, Inc.",8,2
cowrie,Starhub Ltd,8,1
cowrie,TELCAB ARGENTINA S.A,8,1
cowrie,TELESISTEMAS PENINSULARES SA DE CV,8,1
cowrie,TOPNET,8,2
cowrie,incomplast Service LLC,8,2
cowrie,"Another Corporate ISP, LLC",7,1
cowrie,Igra-service LLC,7,2
cowrie,International Hosting Company Limited,7,1
cowrie,LinkCom Networks LLC,7,1
cowrie,Moldtelecom SA,7,2
cowrie,Salt Mobile SA,7,1
cowrie,ACESSE WIFI,6,1
cowrie,"AMEREAM NJP, LLC",6,1
cowrie,Agni Systems Limited,6,1
cowrie,Alares Cabo Servicos de Telecomunicacoes S.A.,6,3
cowrie,Alexhost Srl,6,1
cowrie,Alpha Strike Labs GmbH,6,2
cowrie,Altima Telecom,6,1
cowrie,Argon Data Communication,6,1
cowrie,Binariang Berhad,6,3
cowrie,Binary Matrix BD,6,1
cowrie,COTELCAM,6,1
cowrie,Cablemas Telecomunicaciones SA de CV,6,3
cowrie,Cloud Computing Corporation,6,1
cowrie,Crystal Telecom Ltd,6,3
cowrie,DP AlNet,6,1
cowrie,Digi Spain Telecom S.A,6,2
cowrie,Dream Net Ltd,6,2
cowrie,ECUAFIBRA S.A.,6,2
cowrie,EWS DS Networks Inc,6,3
cowrie,Echotel Pty Ltd,6,1
cowrie,Ecuadortelecom S.A.,6,2
cowrie,Eir Broadband,6,1
cowrie,Ezee Fiber,6,1
cowrie,GOLDEN LINK,6,3
cowrie,GRUPO MULTICABLES DE CORTES S.R.L de C.V,6,1
cowrie,Gigabit-Online LLC,6,3
cowrie,HERO TELECOMS (PTY) LTD,6,2
cowrie,IFRANET S.A,6,1
cowrie,ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,6,2
cowrie,JSC Silknet,6,1
cowrie,JSC Ufanet,6,3
cowrie,JV A-Mobile Ltd.,6,1
cowrie,LLC Inovatsiyni Telekomunikatsii,6,3
cowrie,LLC McLaut-Invest,6,3
cowrie,LLC best-link,6,2
cowrie,Limited Liability Company KYIVSKI TELEKOMUNIKATSIYNI MEREZHI,6,3
cowrie,MUSURIT,6,1
cowrie,Mauritanian Telecommunication Company,6,1
cowrie,Md. Shariful Islam T/A BRISK SYSTEMS,6,1
cowrie,MediaKvant Ltd.,6,1
cowrie,"Mega Cable, S.A. de C.V.",6,2
cowrie,Midcontinent Communications,6,1
cowrie,NET99 (PTY) LTD,6,2
cowrie,Nikolay Victorovich Kucheruk PE,6,1
cowrie,Novotelecom Ltd,6,3
cowrie,OBERCOM S.R.L.,6,2
cowrie,OTEnet S.A.,6,2
cowrie,Oasis Broadband Internet Pvt. Ltd.,6,1
cowrie,Omega Telecom LLC,6,2
cowrie,Orange Tunisie,6,1
cowrie,OuriNet TELECOM,6,1
cowrie,PE Bondar TN,6,1
cowrie,PE UAinet,6,3
cowrie,PP NVF Sistema i Tehnika,6,1
cowrie,PT. Telekomunikasi Selular,6,2
cowrie,Pacifico Cable SPA.,6,2
cowrie,Partner Communications Ltd.,6,2
cowrie,PebbleHost Ltd,6,1
cowrie,Pokhara Internet Pvt. Ltd.,6,1
cowrie,Reunicable SAS,6,2
cowrie,SDS-Vostok Ltd.,6,1
cowrie,SINERGY SOLUCIONES INTEGRALES,6,2
cowrie,SOLUTION LAN S.A,6,1
cowrie,SYSTEMA Ltd,6,1
cowrie,Saudi Telecom Company JSC,6,2
cowrie,Shaw Communications,6,1
cowrie,Sirius Vp LLC,6,1
cowrie,Stiftung Erneuerbare Freiheit,6,1
cowrie,StormyCloud Inc,6,1
cowrie,Svorka AS,6,1
cowrie,TLINK SPA,6,1
cowrie,TPG Telecom Limited,6,1
cowrie,Telium Telecomunicacoes Ltda,6,1
cowrie,UAB Host Baltic,6,1
cowrie,UNE EPM TELECOMUNICACIONES S.A.,6,2
cowrie,VIJIJI CONNECT LIMITED,6,3
cowrie,Vodafone Libertel B.V.,6,1
cowrie,Vodafone Spain,6,3
cowrie,23M GmbH,5,1
cowrie,ADISTA SAS,5,1
cowrie,Algerian Academic Research Network,5,1
cowrie,AmberIT Limited,5,1
cowrie,Amnet Telecomunicaciones S.A.,5,1
cowrie,"Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and ",5,1
cowrie,Bashinskii Vadim Ruslanovich,5,1
cowrie,Beanfield Technologies Inc.,5,1
cowrie,Broadband Botswana Internet,5,1
cowrie,CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTD,5,1
cowrie,Coelho Tecnologia,5,1
cowrie,Dimension Data,5,1
cowrie,Diskominfo Kabupaten Humbang Hasundutan,5,1
cowrie,EVEO S.A.,5,1
cowrie,Elxer Communications Private Limited,5,1
cowrie,Emirates Integrated Telecommunications Company PJSC,5,1
cowrie,FAB FIVE NETWORK PRIVATE LIMITED,5,1
cowrie,Freedom Data Centers LLP,5,1
cowrie,Ipunet Telecomunicacoes Ltda,5,1
cowrie,Italnet Telecomunicacoes Ltda,5,1
cowrie,Jl. Raya Pasar Minggu no 99D,5,1
cowrie,Limited Liability Company best Solutions,5,1
cowrie,"NTT DOCOMO BUSINESS,Inc.",5,1
cowrie,OOO WestCall Ltd.,5,1
cowrie,Odido Netherlands B.V.,5,1
cowrie,PE Skurykhin Mukola Volodumurovuch,5,1
